Id,SalePrice_pred
1616,70907.87
1617,80914.98
1618,114332.28
1619,150129.72
1620,158244.82
1621,134536.82
1622,137582.37
1623,267046.58
1624,211929.02
1625,107075.1
1626,176392.86
1627,181062.85
1628,283820.13
1629,177124.34
1630,320672.81
1631,224548.43
1632,230029.75
1633,187359.53
1634,186363.67
1635,173959.85
1636,147005.29
1637,185783.6
1638,200903.37
1639,183015.43
1640,246631.34
1641,180990.63
1642,253534.1
1643,227073.76
1644,227529.27
1645,213103.64
1646,161684.49
1647,159656.84
1648,124624.3
1649,125553.75
1650,117857.17
1651,117522.17
1652,102072.19
1653,103833.04
1654,140369.83
1655,130379.5
1656,129763.97
1657,140355.97
1658,144321.35
1659,115284.61
1660,148563.37
1661,421457.52
1662,363524.07
1663,377021.42
1664,463072.16
1665,332882.21
1666,332403.71
1667,364478.29
1668,354172.79
1669,322093.84
1670,359144.56
1671,262874.72
1672,395817.64
1673,292592.6
1674,257785.26
1675,200425.47
1676,198293.64
1677,212771.29
1678,451379.94
1679,377778.22
1680,321463.15
1681,288003.29
1682,323142.71
1683,197387.61
1684,184688.87
1685,182097.73
1686,169509.26
1687,193632.75
1688,197291.57
1689,205579.4
1690,196744.22
1691,189253.09
1692,276188.4
1693,191589.45
1694,178042.69
1695,177494.35
1696,264176.07
1697,185316.15
1698,329361.48
1699,311051.38
1700,260703.15
1701,275087.22
1702,250035.13
1703,243617.32
1704,267583.97
1705,261879.55
1706,405530.99
1707,225393.08
1708,206996.13
1709,254830.86
1710,218330.08
1711,278831.58
1712,243270.87
1713,265198.76
1714,221026.74
1715,209434.62
1716,187671.19
1717,186687.63
1718,147438.03
1719,232937.0
1720,236953.86
1721,181257.73
1722,136143.95
1723,161119.76
1724,201493.8
1725,228292.14
1726,192879.36
1727,147411.08
1728,194992.7
1729,156665.54
1730,170607.33
1731,132008.21
1732,129540.48
1733,105519.68
1734,116780.77
1735,137741.83
1736,102384.64
1737,297634.01
1738,246775.46
1739,264154.98
1740,195744.76
1741,183040.24
1742,174417.42
1743,179644.76
1744,318293.42
1745,222986.64
1746,241450.43
1747,218829.27
1748,235699.45
1749,143217.87
1750,146526.45
1751,248415.09
1752,108974.32
1753,152683.35
1754,203488.13
1755,165679.64
1756,125437.69
1757,115097.47
1758,147146.24
1759,158751.46
1760,161048.27
1761,156492.12
1762,182307.19
1763,203833.78
1764,110921.44
1765,186951.34
1766,189293.81
1767,218329.09
1768,138318.54
1769,163598.4
1770,154886.71
1771,126901.73
1772,130280.07
1773,113072.39
1774,155865.41
1775,135598.88
1776,137728.48
1777,107024.21
1778,145589.67
1779,119655.23
1780,185783.29
1781,123742.61
1782,67688.67
1783,135421.67
1784,89840.61
1785,132739.45
1786,150335.12
1787,182061.42
1788,48588.79
1789,103587.78
1790,44072.61
1791,208233.49
1792,161839.46
1793,131782.34
1794,168739.42
1795,132484.14
1796,142778.02
1797,143506.51
1798,126919.62
1799,104313.65
1800,132429.3
1801,114636.14
1802,152618.97
1803,159392.67
1804,118977.16
1805,140668.17
1806,133682.22
1807,150971.06
1808,126364.58
1809,121188.56
1810,146220.87
1811,96808.38
1812,102978.4
1813,120855.18
1814,84742.58
1815,31250.39
1816,98559.23
1817,106149.71
1818,167720.18
1819,133480.12
1820,45130.33
1821,129584.46
1822,159937.94
1823,43189.35
1824,152006.0
1825,141174.06
1826,96848.86
1827,105580.76
1828,130634.76
1829,156250.39
1830,149608.2
1831,150032.21
1832,80786.51
1833,150105.1
1834,113799.67
1835,108094.37
1836,134981.91
1837,86674.9
1838,108647.71
1839,102196.75
1840,148023.9
1841,129582.35
1842,84796.46
1843,125635.22
1844,143408.92
1845,151827.0
1846,155071.22
1847,181433.57
1848,25888.25
1849,120779.21
1850,114431.09
1851,146479.37
1852,123783.33
1853,110957.42
1854,173344.61
1855,149151.94
1856,225161.78
1857,148176.9
1858,161877.32
1859,117621.23
1860,146550.81
1861,117880.74
1862,315691.61
1863,314173.35
1864,314187.69
1865,348250.65
1866,346764.68
1867,229327.64
1868,291991.43
1869,208696.66
1870,223349.5
1871,271206.59
1872,182111.3
1873,227447.63
1874,151557.21
1875,205692.12
1876,189367.98
1877,203101.18
1878,208844.2
1879,114132.42
1880,128492.16
1881,243495.31
1882,248038.33
1883,194593.25
1884,207848.26
1885,251797.09
1886,293048.73
1887,216148.99
1888,257539.62
1889,180396.96
1890,101666.08
1891,138971.17
1892,85377.75
1893,125009.07
1894,116321.53
1895,130247.93
1896,119907.71
1897,100690.99
1898,113652.33
1899,160282.37
1900,166147.65
1901,165792.04
1902,159657.32
1903,220343.13
1904,161356.21
1905,199079.78
1906,146265.66
1907,221149.63
1908,114837.75
1909,148241.77
1910,129958.24
1911,226872.35
1912,298379.07
1913,159987.35
1914,62417.13
1915,324359.08
1916,25927.27
1917,253256.27
1918,139064.43
1919,170875.56
1920,165685.37
1921,368012.45
1922,340483.58
1923,227948.54
1924,218645.96
1925,215183.46
1926,377426.93
1927,123610.28
1928,149595.99
1929,115698.29
1930,131697.25
1931,134254.44
1932,134789.06
1933,188445.08
1934,175598.15
1935,167768.94
1936,197914.23
1937,174367.22
1938,168360.56
1939,256433.19
1940,201477.02
1941,172026.02
1942,178330.8
1943,223510.25
1944,361801.56
1945,378572.0
1946,137226.12
1947,327813.83
1948,163663.21
1949,239710.67
1950,190965.13
1951,243974.74
1952,208347.29
1953,183137.85
1954,189769.07
1955,126808.92
1956,290210.86
1957,153058.84
1958,272346.03
1959,142667.96
1960,96130.19
1961,122480.72
1962,93591.61
1963,108321.12
1964,97734.3
1965,136542.24
1966,135516.32
1967,298824.17
1968,405007.58
1969,387848.48
1970,407336.31
1971,457768.64
1972,367583.27
1973,298235.1
1974,343304.06
1975,463624.46
1976,278458.46
1977,361997.4
1978,353465.07
1979,308572.66
1980,196856.12
1981,339010.44
1982,218738.71
1983,204036.04
1984,192873.55
1985,235890.12
1986,211662.36
1987,204952.14
1988,176439.18
1989,205105.84
1990,217082.6
1991,217220.99
1992,222784.94
1993,182722.93
1994,241931.75
1995,189972.92
1996,290655.85
1997,342533.77
1998,308309.98
1999,287430.96
2000,313170.9
2001,279900.1
2002,254535.1
2003,254884.13
2004,274528.88
2005,250747.21
2006,211760.32
2007,250661.93
2008,213516.32
2009,202285.55
2010,200562.24
2011,153128.17
2012,188051.25
2013,173531.82
2014,180437.08
2015,198129.76
2016,193984.47
2017,199228.12
2018,124557.3
2019,136628.93
2020,93058.22
2021,98902.61
2022,179698.24
2023,143351.59
2024,294950.41
2025,354741.3
2026,168002.92
2027,153899.54
2028,166394.93
2029,161458.08
2030,263640.87
2031,242534.1
2032,270058.43
2033,251046.34
2034,175797.14
2035,222958.34
2036,199977.02
2037,202116.0
2038,318118.02
2039,235008.45
2040,315337.56
2041,287051.22
2042,211471.1
2043,175062.37
2044,188314.93
2045,190353.56
2046,139969.72
2047,143332.82
2048,147115.45
2049,135561.97
2050,175159.59
2051,111254.85
2052,135024.08
2053,144416.44
2054,77181.16
2055,158747.54
2056,147172.22
2057,112804.72
2058,207261.35
2059,125035.07
2060,168826.1
2061,188182.85
2062,122178.28
2063,115807.85
2064,123232.54
2065,124947.05
2066,173152.88
2067,129436.44
2068,142995.57
2069,79858.11
2070,109281.45
2071,90291.79
2072,143619.95
2073,134067.5
2074,156746.54
2075,157446.33
2076,122814.04
2077,150465.98
2078,117961.37
2079,142588.28
2080,124028.16
2081,123983.95
2082,140083.21
2083,149686.9
2084,100494.99
2085,111937.75
2086,140252.08
2087,131084.26
2088,90567.52
2089,76413.25
2090,126039.13
2091,85671.07
2092,125549.72
2093,148387.75
2094,114783.04
2095,130028.0
2096,84886.24
2097,96391.91
2098,154509.12
2099,33863.24
2100,75399.58
2101,101987.06
2102,143588.62
2103,87756.42
2104,142382.54
2105,135597.53
2106,24605.58
2107,203240.76
2108,115034.01
2109,100844.06
2110,121103.63
2111,155795.38
2112,132956.02
2113,121314.75
2114,126395.29
2115,162127.77
2116,118133.71
2117,148232.69
2118,131256.49
2119,108530.49
2120,125698.59
2121,106992.31
2122,105370.47
2123,83171.05
2124,184780.4
2125,143249.12
2126,150609.04
2127,173454.6
2128,142029.79
2129,92453.26
2130,138109.53
2131,148842.76
2132,107267.98
2133,129658.65
2134,122467.58
2135,101649.8
2136,51310.7
2137,118747.28
2138,144331.63
2139,147417.71
2140,136845.44
2141,169002.52
2142,125282.28
2143,142222.46
2144,113796.45
2145,144101.26
2146,190387.63
2147,147695.96
2148,139398.03
2149,159607.77
2150,229164.2
2151,127764.82
2152,181714.44
2153,197626.95
2154,97709.24
2155,136396.81
2156,265512.0
2157,223833.91
2158,231412.77
2159,230834.53
2160,189694.39
2161,239252.57
2162,371426.2
2163,346688.62
2164,253873.2
2165,197630.58
2166,159703.08
2167,223401.53
2168,188562.12
2169,195245.99
2170,212074.86
2171,157042.86
2172,139005.43
2173,170927.02
2174,220644.11
2175,271100.35
2176,306462.35
2177,237221.89
2178,217228.17
2179,145581.65
2180,230454.53
2181,196467.8
2182,219968.8
2183,195068.07
2184,129736.16
2185,140211.37
2186,138539.05
2187,158209.35
2188,166152.41
2189,311863.39
2190,71675.07
2191,60917.29
2192,76786.28
2193,120000.87
2194,96210.9
2195,81592.67
2196,113554.11
2197,99148.6
2198,155063.4
2199,176784.11
2200,150454.84
2201,146396.63
2202,197573.84
2203,151140.32
2204,166460.72
2205,127446.85
2206,163782.47
2207,218779.52
2208,240379.62
2209,218903.81
2210,116380.17
2211,123227.87
2212,124568.35
2213,106329.39
2214,156532.13
2215,98376.77
2216,149391.5
2217,50419.94
2218,91652.62
2219,79231.7
2220,47051.91
2221,325274.49
2222,307687.77
2223,288284.26
2224,217362.63
2225,132156.68
2226,180304.9
2227,199021.19
2228,294217.92
2229,239423.77
2230,161127.46
2231,214501.75
2232,168845.28
2233,176723.17
2234,257604.76
2235,242538.35
2236,248606.86
2237,305565.4
2238,217752.82
2239,128250.77
2240,172479.97
2241,140762.03
2242,122806.69
2243,129271.42
2244,103918.4
2245,116944.6
2246,135469.87
2247,121493.38
2248,122678.42
2249,110563.9
2250,123208.13
2251,111701.43
2252,174891.33
2253,168558.97
2254,181133.05
2255,193976.34
2256,182340.26
2257,213073.32
2258,155628.18
2259,170342.77
2260,147927.91
2261,215140.84
2262,232793.53
2263,362459.94
2264,407984.24
2265,165380.34
2266,302750.19
2267,361580.68
2268,409588.72
2269,161488.42
2270,189962.78
2271,206132.04
2272,207063.71
2273,157475.05
2274,174809.67
2275,154970.74
2276,197125.83
2277,186405.14
2278,153164.66
2279,121082.29
2280,107924.72
2281,165709.41
2282,172155.62
2283,111330.32
2284,124929.55
2285,130486.75
2286,117848.51
2287,382243.0
2288,291982.29
2289,323244.12
2290,417156.27
2291,343622.23
2292,416079.79
2293,431542.02
2294,389739.24
2295,429544.58
2296,258873.97
2297,368711.95
2298,371920.87
2299,350971.26
2300,328764.83
2301,325663.15
2302,255036.93
2303,249084.36
2304,251926.98
2305,198845.33
2306,199869.11
2307,209088.16
2308,218717.94
2309,304667.04
2310,205709.18
2311,213919.23
2312,170973.6
2313,180774.16
2314,184084.43
2315,175720.83
2316,210982.16
2317,188230.67
2318,180870.85
2319,182231.67
2320,177016.58
2321,249741.8
2322,192249.16
2323,205654.84
2324,199639.71
2325,206995.27
2326,192053.45
2327,208528.26
2328,226875.08
2329,185669.24
2330,180547.25
2331,331820.73
2332,395639.38
2333,315932.73
2334,281259.49
2335,301117.91
2336,307540.74
2337,202291.5
2338,247724.0
2339,229755.85
2340,381367.97
2341,209131.53
2342,235056.88
2343,224109.34
2344,235413.84
2345,238641.51
2346,207007.71
2347,195487.05
2348,235399.36
2349,176249.22
2350,310608.36
2351,267195.26
2352,252573.7
2353,255133.77
2354,143659.1
2355,163341.97
2356,161800.11
2357,193556.93
2358,194956.98
2359,125076.59
2360,113681.04
2361,149673.01
2362,256278.46
2363,155609.11
2364,184873.87
2365,215325.85
2366,185195.57
2367,208044.83
2368,213505.05
2369,201091.42
2370,160311.69
2371,159513.79
2372,200145.79
2373,293379.55
2374,307625.62
2375,251786.11
2376,282134.04
2377,324330.93
2378,147635.71
2379,223559.76
2380,155831.81
2381,175399.29
2382,215082.85
2383,197436.3
2384,232554.17
2385,167033.19
2386,129645.74
2387,130816.81
2388,105833.42
2389,121253.71
2390,146880.09
2391,133528.24
2392,116724.66
2393,168860.16
2394,142592.48
2395,209954.49
2396,140561.38
2397,212462.85
2398,131967.96
2399,62030.69
2400,61950.98
2401,118339.94
2402,143777.2
2403,139900.9
2404,140476.47
2405,167237.32
2406,136819.54
2407,119469.04
2408,149315.21
2409,110238.14
2410,183575.9
2411,109587.22
2412,151850.53
2413,128709.56
2414,158104.14
2415,134290.01
2416,130137.3
2417,134521.84
2418,127593.04
2419,124237.3
2420,118826.58
2421,136068.77
2422,98724.95
2423,114526.07
2424,151832.8
2425,218337.59
2426,126416.02
2427,128687.97
2428,192269.54
2429,101962.38
2430,133346.16
2431,101234.99
2432,143094.77
2433,151594.5
2434,145730.0
2435,161998.25
2436,117332.44
2437,103331.33
2438,109885.09
2439,106311.84
2440,127454.15
2441,106790.14
2442,91778.41
2443,141727.89
2444,111096.13
2445,79510.14
2446,139084.75
2447,202702.85
2448,140120.46
2449,115859.3
2450,149781.12
2451,120016.18
2452,202702.09
2453,94659.96
2454,102800.84
2455,119635.8
2456,146378.65
2457,124930.53
2458,138558.48
2459,111015.45
2460,155982.7
2461,139609.92
2462,132060.89
2463,135162.03
2464,178608.62
2465,139156.93
2466,125433.13
2467,151170.94
2468,79092.63
2469,73852.16
2470,202412.27
2471,221147.28
2472,167564.23
2473,111662.94
2474,70070.45
2475,224429.42
2476,102672.09
2477,104302.81
2478,140747.71
2479,108802.8
2480,157683.17
2481,127439.98
2482,116569.18
2483,103380.61
2484,128027.7
2485,131505.52
2486,147884.43
2487,182958.08
2488,165543.84
2489,156753.02
2490,141246.05
2491,102223.46
2492,191914.45
2493,158516.2
2494,146515.22
2495,90951.96
2496,239711.13
2497,154698.86
2498,102666.29
2499,71632.93
2500,99118.45
2501,138172.15
2502,146702.51
2503,92880.19
2504,165695.74
2505,224412.82
2506,248897.0
2507,273537.65
2508,246513.63
2509,216658.01
2510,208494.67
2511,182326.75
2512,226031.62
2513,224012.9
2514,276806.66
2515,139421.96
2516,173787.54
2517,145462.55
2518,147506.29
2519,235091.15
2520,209597.79
2521,193902.66
2522,219631.64
2523,114688.85
2524,125650.02
2525,125334.87
2526,140275.5
2527,118477.49
2528,124360.0
2529,154452.71
2530,126397.05
2531,258349.28
2532,222144.19
2533,203213.49
2534,250315.36
2535,275924.91
2536,228751.91
2537,238803.7
2538,183443.72
2539,199037.6
2540,180993.74
2541,187209.55
2542,172820.0
2543,126976.96
2544,108286.01
2545,133915.83
2546,133619.27
2547,147560.41
2548,163741.3
2549,159090.24
2550,600415.32
2551,154106.85
2552,132353.25
2553,61067.59
2554,88679.37
2555,100073.0
2556,84194.41
2557,106144.72
2558,181815.44
2559,142298.87
2560,143569.52
2561,153073.93
2562,147445.98
2563,149656.13
2564,201259.81
2565,157968.38
2566,144911.81
2567,128702.12
2568,194467.55
2569,203687.23
2570,122489.79
2571,182586.16
2572,168712.87
2573,212594.62
2574,289501.12
2575,144034.74
2576,129223.69
2577,164325.71
2578,79852.51
2579,31483.85
2580,115603.05
2581,127726.32
2582,131644.79
2583,284604.42
2584,166567.39
2585,185522.15
2586,216578.06
2587,194321.19
2588,129604.18
2589,148150.88
2590,204666.27
2591,261368.35
2592,212662.31
2593,251695.8
2594,175113.21
2595,222523.03
2596,292668.37
2597,204113.61
2598,280873.16
2599,355321.26
2600,166405.23
2601,161241.85
2602,69018.27
2603,96829.65
2604,82142.78
2605,68437.03
2606,140618.97
2607,231718.11
2608,202794.06
2609,174501.45
2610,106536.65
2611,135136.37
2612,156892.42
2613,131819.97
2614,112824.11
2615,161785.35
2616,161310.94
2617,194292.46
2618,240749.21
2619,208125.1
2620,187471.01
2621,172491.28
2622,187355.83
2623,232272.24
2624,266916.32
2625,274068.54
2626,168670.77
2627,166752.88
2628,417587.19
2629,465103.42
2630,354902.94
2631,414243.26
2632,386993.75
2633,302101.25
2634,400305.87
2635,152464.78
2636,180105.99
2637,218241.71
2638,261633.0
2639,176672.44
2640,148318.58
2641,94747.04
2642,178407.6
2643,115794.91
2644,114133.94
2645,108854.33
2646,94072.95
2647,109130.32
2648,141516.6
2649,160764.69
2650,133049.54
2651,131518.33
2652,367627.42
2653,259489.78
2654,272561.23
2655,402158.08
2656,329554.57
2657,343769.39
2658,321303.99
2659,335399.59
2660,350191.11
2661,352381.96
2662,382902.65
2663,272693.84
2664,298368.46
2665,327267.77
2666,291973.37
2667,175188.34
2668,185344.75
2669,185385.43
2670,271112.12
2671,186716.25
2672,189627.35
2673,201291.31
2674,201900.69
2675,179211.58
2676,201823.18
2677,193184.18
2678,245613.34
2679,278503.5
2680,297788.23
2681,403025.14
2682,317629.46
2683,472334.1
2684,330687.27
2685,325722.55
2686,249928.15
2687,280592.94
2688,216114.78
2689,204042.57
2690,354702.6
2691,194132.99
2692,155047.88
2693,198547.62
2694,150225.89
2695,199109.04
2696,188174.09
2697,185374.22
2698,209991.55
2699,168592.19
2700,144970.69
2701,161978.36
2702,122507.56
2703,151017.76
2704,141912.23
2705,111979.74
2706,104363.24
2707,136536.1
2708,121612.32
2709,110543.99
2710,125922.55
2711,274821.73
2712,385873.92
2713,166721.85
2714,153944.14
2715,168396.82
2716,150134.55
2717,205408.27
2718,223983.1
2719,132537.88
2720,193429.1
2721,134938.65
2722,170468.84
2723,165041.13
2724,131896.81
2725,122223.37
2726,135027.18
2727,176783.56
2728,179634.5
2729,142960.79
2730,144159.96
2731,135222.13
2732,138541.29
2733,157521.05
2734,154506.39
2735,130946.23
2736,134190.08
2737,109429.03
2738,127439.23
2739,152848.24
2740,144180.95
2741,149499.82
2742,171999.67
2743,160721.33
2744,162646.95
2745,150607.84
2746,126592.65
2747,175911.35
2748,121105.51
2749,133084.37
2750,112254.29
2751,136541.03
2752,220167.26
2753,138593.72
2754,210582.81
2755,139324.73
2756,77622.54
2757,74219.14
2758,68366.6
2759,157154.59
2760,125541.18
2761,136274.24
2762,128216.93
2763,192348.44
2764,175406.6
2765,274601.45
2766,115569.44
2767,78873.04
2768,123131.76
2769,136223.85
2770,158537.29
2771,106220.4
2772,100225.63
2773,180890.99
2774,148274.34
2775,113322.87
2776,143904.3
2777,158239.41
2778,126597.74
2779,127746.49
2780,102564.36
2781,83213.53
2782,92054.45
2783,82757.3
2784,120397.27
2785,143806.6
2786,47249.31
2787,128330.98
2788,60694.98
2789,173896.88
2790,93709.57
2791,116648.65
2792,55735.05
2793,151852.77
2794,93732.22
2795,123439.33
2796,88802.42
2797,221634.01
2798,122895.17
2799,110912.7
2800,77165.97
2801,109241.81
2802,131038.72
2803,173387.36
2804,140867.97
2805,105032.71
2806,78048.07
2807,172127.87
2808,153523.56
2809,121451.16
2810,132469.78
2811,167444.11
2812,179140.08
2813,155396.2
2814,146797.26
2815,100838.67
2816,208265.79
2817,152131.14
2818,133209.67
2819,191054.96
2820,135013.37
2821,117282.3
2822,199127.06
2823,304857.65
2824,170752.14
2825,162915.06
2826,134856.56
2827,136722.77
2828,244502.01
2829,219218.56
2830,222631.75
2831,190723.4
2832,229551.79
2833,310663.26
2834,227680.21
2835,228616.53
2836,205911.28
2837,166945.6
2838,148036.29
2839,177082.11
2840,200445.32
2841,202703.51
2842,228772.3
2843,145469.31
2844,167058.79
2845,126773.29
2846,207554.03
2847,198101.92
2848,211256.64
2849,211323.8
2850,273647.19
2851,221909.03
2852,227986.97
2853,234893.03
2854,149345.76
2855,203258.6
2856,202200.65
2857,200266.43
2858,208500.65
2859,87270.37
2860,112854.77
2861,136455.65
2862,204569.54
2863,143027.02
2864,258632.0
2865,145485.48
2866,155418.98
2867,93523.23
2868,87924.57
2869,94810.99
2870,120465.87
2871,83761.08
2872,12238.59
2873,84638.41
2874,145172.61
2875,117052.8
2876,180874.34
2877,147943.04
2878,167521.07
2879,123221.61
2880,100665.3
2881,136846.89
2882,171725.48
2883,187719.04
2884,206879.54
2885,190137.95
2886,229895.54
2887,117205.3
2888,155816.9
2889,47491.9
2890,76060.38
2891,146185.94
2892,50976.82
2893,101395.36
2894,38168.23
2895,343930.39
2896,302394.91
2897,213934.29
2898,147976.3
2899,233590.2
2900,153288.83
2901,213661.56
2902,193492.03
2903,303720.31
2904,334717.47
2905,76812.08
2906,218094.91
2907,126808.96
2908,120826.22
2909,141660.83
2910,69294.43
2911,71419.52
2912,150522.52
2913,74361.74
2914,70057.87
2915,83292.77
2916,76795.79
2917,173043.75
2918,110380.66
2919,223109.41
